questionLogID,questionID,difficulty,createdAt
"X'56A29F50E7794920BCF0CAD3BDB6C244'","X'37FADA373CB64872908A58B04BFE0770'",1.41,2024-04-05 16:10:19
"X'56A8048FC98747A9B470EC02F306E722'","X'37FADA373CB64872908A58B04BFE0770'",0.70,2024-04-03 12:52:24
"X'56ABA8DE209146A5B2259EE45DD009BC'","X'5D32215E60144A63AEA1D0F958B9D579'",0.33,2024-04-08 22:23:21
"X'56B9CDA5483C4F219AD983DE324B76E3'","X'43C213AA0C734E15B8A728A5DADFC414'",0.15,2024-04-05 14:46:03
"X'56C98070F4804BEC9E434DDB381B8A68'","X'9422D51DA09F42D88D49FA03C393BB25'",0.33,2024-04-08 04:43:07
"X'56CB90E64418487C80512EA8AC8EE5B7'","X'E1DE90E185944E36B4D17117699246F8'",1.52,2024-04-08 19:01:05
"X'56EEF9BA4F7A4122ACADFE1377AC7B80'","X'3E3EDDEC7F0044549CD5C1E5705B3E72'",0.52,2024-04-01 10:55:51
"X'56F8A268D4CD4A27B362C1EFF6BF6AC2'","X'D4B0278BA4EE4F5DBB5B36E3B84F76AB'",0.72,2024-04-07 16:56:48
"X'56FA071E49974A52AF0275976EF3D4A5'","X'76FD6694CFC047609643E2593165CC7C'",0.60,2024-04-07 13:27:23
"X'5706DE10D6084F68BC69CAA3A63C3E4F'","X'2AA3E5C8687E43FE9B3F7C7F4410DC88'",2.56,2024-04-08 23:20:08
"X'57105E8131FE46BF91335992523B3CCD'","X'0262BB736CBB4A9183C125172AA12B5D'",0.38,2024-04-08 21:25:05
"X'571307188B4740D6AC737FB9B07B633A'","X'C3A50CD3D2904245BA0D3C59C44B8077'",2.06,2024-04-08 23:06:36
"X'572B637869284A53A8B712C7B20C600F'","X'78CE02D2F2F545A3B6340A7D3A49D00F'",0.80,2024-04-04 01:44:07
"X'5737461803F94B62BB2F93B838B91B09'","X'52B38CFC73C949F481F8107ACC818AD9'",0.30,2024-04-03 01:12:09
"X'574CEFD5AA4546FD9DC3C5BC44D6343F'","X'9C497250CC644B1898E1C7C35110EDB2'",0.72,2024-04-08 19:40:05
"X'57518C8B46B5465EADA23C57047EDB30'","X'D885C3B8B9EC4E58B29078289EC282C6'",0.20,2024-04-07 15:20:10
"X'5759D20651AE4D64905102EFE86DB936'","X'B51854F574154E09AE689A6949FE4A88'",1.16,2024-04-07 16:57:32
"X'575C8AFDC5924EDAB44964A4C66D51A7'","X'41439E0EB5FA4D3FB3DEFADBCE11182A'",0.93,2024-04-07 15:17:36
"X'575CDB95D88A465A9C24A4E97B4A7FD2'","X'DD23396202154AE2B04EBBAC1634DE64'",0.90,2024-04-08 20:11:06
"X'5767FFF4C54A40979CDB27860CA8E56C'","X'195DA52ABCD743D7BBD59DF6551E07F9'",5.57,2024-04-08 20:32:45
"X'576812DFE8654C4096D9F5BFA1ADF706'","X'0A2D93E4086342118C9859916B2F8D0F'",0.40,2024-04-04 12:57:57
"X'57701A9529754D6A80890B233009B07C'","X'3CC7D326CF764DB798F0E77D3E53B58C'",3.41,2024-04-08 22:44:20
"X'5775D89DEAD44CC5A97767220B6A3C0D'","X'4E2EAA2339AF4CBA879D1F7DCA35815C'",2.96,2024-04-07 22:10:48
"X'577CBEA2ED394976B8F31E4556035CAB'","X'5888541095D24CC79D1611D4B1A573E6'",1.30,2024-04-07 17:36:22
"X'57835D534156455C9A4D0EA912E1D002'","X'8FE1C91E67D4480496EFC061523B37A8'",1.05,2024-04-07 12:38:01
"X'578D91717C2D44B987AEE0F0E2A2E006'","X'24B23912B61243EBB01AB6CA50EEA551'",0.87,2024-04-07 15:32:34
"X'579D6E33402C4C2198F9FC5E8C8DE002'","X'B3FEC63EF37545F4A6A9B5250F4CC040'",0.68,2024-03-31 16:58:06
"X'579DF9C543FA435FBD50B588DE05D4AD'","X'1973D7C3169D4D74904B6B85A0D6F1FE'",0.63,2024-04-08 19:48:41
"X'57A30BB47A6D4439A0D4AB94966EBE83'","X'4221FCD9E507492E99975C6E5197264F'",0.71,2024-04-07 21:21:48
"X'57A5983E75D147AC940A1189121D3B2F'","X'825531ACB955492385B0D5EFB47C2691'",1.77,2024-04-07 11:21:36
"X'57AD8B54115A4DD1A5C24D372671F746'","X'2AE21D104FDD4B8CB40F60B4F9F79716'",1.27,2024-04-09 08:14:02
"X'57CB00F7D4DA42BF96B04EBF05C7A608'","X'5E0277C3463B493490017717CB30FA6A'",0.90,2024-04-08 14:37:50
"X'57CEC0E242254AEBB4A9FF3B25F925E3'","X'796BBA3255194569B9A854DAA56C40BA'",0.40,2024-04-07 17:10:40
"X'57CF504BFC15428183C11430A7506167'","X'35727DFC4B67449CA88D06B4320CA2D9'",1.44,2024-04-08 21:19:15
"X'57DAD5682C5142BCB89B7A0F766D2578'","X'FB55FAE78ACC47FAA71C17B55F4D5A53'",0.30,2024-04-02 18:31:33
"X'57DCEBB477A5491699EE353A1FACAC2C'","X'8FBC7E6C19B64AB284A16300A457BC42'",0.90,2024-04-08 22:40:58
"X'57E26FAA61D0494183D3754CA5119F24'","X'EB3AA9BFE78742D2966ABC5858047C39'",0.40,2024-04-07 16:48:22
"X'57E68CC74D244B36A5DFD03A775A8B73'","X'C85C4621113642F9A1E870E30BF7421C'",0.40,2024-04-06 18:34:20
"X'57F2A8CC3CF54A45BDD5ED21A3D7E043'","X'C11082CA619142AB81F48273099588DC'",0.68,2024-04-08 19:28:06
"X'580B7C046DBB406FB6CF09C6DC744DA5'","X'4445E2CD41C3458B9BAA90505A2E7F5B'",0.30,2024-04-05 16:00:54
"X'581E16A5F98A4DCD9C5BD5A48FA0ECAE'","X'54D9977F534540C3B7D5E1236001D5A8'",4.26,2024-04-08 22:45:20
"X'581FC937421844ABA82D329D1291CE04'","X'54A077F4F1764A7F8B4E2F3B0DD857EC'",0.37,2024-04-06 17:37:15
"X'5825693A85394C0796905089AEB44831'","X'C6CCE9CE72B747D29F33798D699D27EB'",0.60,2024-04-01 23:45:12
"X'582BD8432D424A218ACA66631B2B81DE'","X'FC4CF03601D446839DAFDFA4CF9F68C1'",0.90,2024-04-09 06:51:29
"X'582C1C7D2A8E4DF5812E916A3825442D'","X'630F3B440D724E6F85DD5A6E088138BB'",0.53,2024-04-05 18:37:06
"X'58321195991C4011850F701DCF3AE599'","X'1C9E61CF2ABE480AADF3F73A94427801'",3.52,2024-04-09 08:45:31
"X'584FB629DE9F4DB1B6ACAA5B90245C05'","X'0A4CA3B4C132403F8E1F5A8C7B96F01E'",0.64,2024-04-05 11:43:59
"X'585303C811FF454BAFC8B62E5672C1F5'","X'F354EEECFF2E43F3B2480D0DE2AC338C'",0.78,2024-04-08 20:46:42
"X'585B391F6C60421FBE1F0A879E0DA66F'","X'766F249974124A3DABA6C523BBB50300'",0.70,2024-04-02 11:25:03
"X'585EEE0DF69449EBA487963A6A72C925'","X'5A2C90182D5440D7A5E8390881CDAACA'",7.22,2024-04-08 18:40:02
"X'586BD0FF29CC4998A8C3D93B02AF7F5F'","X'A731E0235AA74D5EBD2C364DEC3D51E7'",0.70,2024-04-07 11:16:14
"X'5877BE12671B4F26B1871AC06F70BA7B'","X'4B44BE1960BE4A2DB9AD6F31984634B5'",0.40,2024-04-07 16:31:59
"X'588781F446304500853375709644F633'","X'BA1D4B5355024B6B810EF08ADC8AF297'",1.81,2024-04-05 15:35:30
"X'589846981B2445C4A4750C6F6FD1203C'","X'57B7C129C6DE496EBFAAEFFD63765451'",0.61,2024-04-07 21:48:05
"X'58A00973931B4C368B10D597B8427609'","X'8E7D5707CE894AA99B4FA9553C16BFA4'",0.90,2024-04-08 10:16:00
"X'58A49CE183874A78B806703EEE5B27B1'","X'E04D634E5F2F473A9FDEFA6C032F6013'",0.50,2024-04-05 16:46:24
"X'58A9488120F74387B6C5DC0A1C820329'","X'2679BAEF21DD40D1BF70BBC4D02A4BFB'",0.50,2024-04-05 12:58:51
"X'58B1B175DD7C4731B32AA1BE376ACE43'","X'A6031C78679D420786389F6D23BF0B1A'",0.40,2024-04-08 10:13:18
"X'58B62910621A481986E5F3DD946CDB85'","X'1437277BDA7E48B5891C7822A9B2548E'",0.31,2024-04-05 12:44:39
"X'58BE064CBCCF4D4DAB2716CD3CF04DAC'","X'C94DD576BE6A470ABB5495DE3C0A28FA'",2.66,2024-04-08 23:20:02
"X'58CB30514AF049C08CABA18EA24E7695'","X'AC6529DF26794EF9BEC133473D3AC2AA'",0.21,2024-04-04 12:46:17
"X'58DCB09451604A9F87A64048B413064F'","X'9422D51DA09F42D88D49FA03C393BB25'",0.30,2024-04-07 13:47:56
"X'58E42DE60BA741DC92F9EB992A12D2AF'","X'833EC9C7F90B4A5DBAC71EF72C91961B'",0.50,2024-04-04 19:03:52
"X'58E7252C8E2642DBA7192BD920F777B9'","X'4445E2CD41C3458B9BAA90505A2E7F5B'",0.30,2024-04-03 13:01:56
"X'58E9FCCD7F44412293075A71AADA2A91'","X'F91610BBE3D740C9B5143C6440CF1F9A'",0.31,2024-04-07 13:18:10
"X'58F375D78F1349AFB569ED759808C972'","X'B8935A78207244F89BDEA49EEBE12ECB'",0.50,2024-04-02 18:44:04
"X'58F5B2B330C44B8C9843896EAFEB16E8'","X'E5EE65306D664AC18BCB28B46A1FC917'",1.55,2024-04-08 21:47:04
"X'58F7BB65A4554C24BCC773E669E4D01E'","X'D400C32F81A644ABB8D7EFC903305B9C'",0.80,2024-04-03 15:03:44
"X'59018994D0EC4C85ABF0F05999881425'","X'5AA7A18D16734B4FA595C200FF486302'",0.50,2024-04-07 11:13:40
"X'5901926D589340A6888C408505C1443B'","X'E1DE90E185944E36B4D17117699246F8'",0.30,2024-04-07 15:21:28
"X'5905836ACF30417DAA7DB7379335040C'","X'EDBDE11B4ED84CBE8C01F8376F946BF2'",0.62,2024-04-07 11:15:03
"X'5907D0F2E67F48DFBD3B16044169F2EC'","X'7ECF6B2D2AC54CAC9C327056732BE603'",0.40,2024-04-07 21:39:18
"X'590E0DEE908342D1ACEB4096FECEC2B8'","X'FEB7C1F3F37E470B83C59E0BD4204E94'",0.16,2024-04-07 15:23:16
"X'59102598B7114843ACD45459DE254DEE'","X'ED890BD2D02A47A8878E7898172AA070'",0.70,2024-04-07 11:19:15
"X'5918A02A33F740198503A1561351F6C0'","X'EB3AA9BFE78742D2966ABC5858047C39'",0.40,2024-04-07 13:53:48
"X'591DC31EDDBC4DB28456F59D7ECD09C8'","X'4F1014CC1C4D4F46953A0622D713C37B'",0.64,2024-04-08 10:12:18
"X'592688D5E8DA4472B7DA3139A0CB1089'","X'742152E6B0A444B4A76BFB9E7BFDF0CD'",8.93,2024-04-09 12:53:11
"X'592F0F7CE56742C9B0EFAC3C15F9D0CD'","X'3E654A82A2E04785AC4212C17FF937FC'",1.03,2024-04-08 19:48:38
"X'59366329ED5D469C846156D702460848'","X'DEF20D502CDA4C5C881449F7E24DFE4E'",0.90,2024-04-07 13:05:36
"X'593995069503490D855A344BC70A39F9'","X'78B10B968B9F4904B98E90A0FA3F999D'",0.70,2024-04-05 13:02:13
"X'5948610C27D34D34B4AAD90F4C13AE89'","X'539A8B45D72748CCBD52D638FBD74EB9'",1.04,2024-04-07 18:11:21
"X'594AE4410B2B49FCA35087EF826067A9'","X'4B44BE1960BE4A2DB9AD6F31984634B5'",0.66,2024-04-07 21:20:09
"X'5955028543864438BE2CD25D01E49E82'","X'50F985D4D57245499576EAFE6BE605FD'",0.70,2024-04-04 01:42:16
"X'5960D80242E84703B145989178744DB2'","X'C8082A5EC6474F259B2B654039232EFD'",9.45,2024-04-09 13:03:27
"X'5967EE48610A481AB7954FF3B0E2A187'","X'88C0D9DB1EC04AA3877BDE5EAAF164C4'",0.20,2024-04-07 15:19:55
"X'596BC2C19AF74AF58D55D478AFFB96C7'","X'5A285E65D8B44E158DD3B3005A3865C7'",0.50,2024-04-03 14:14:07
"X'59976930955747B187835975AFC971F1'","X'B8BEC4F0811249698B33989F5A7B3878'",0.30,2024-04-02 05:53:42
"X'59A4A879B25F41C39C157B2309BBE0AB'","X'5EA649F60C174A4D848F0E6D13C408AA'",1.03,2024-04-07 16:23:05
"X'59A5E3AA469F43CFA1F47D4D84AD01F2'","X'B44D42CFDF2C48F5B5D411BCFD550284'",0.30,2024-04-07 21:34:19
"X'59ABF84D265946159E909C25EB1F8617'","X'E0B362ABE277423DBDFE132F4AE5DFEC'",0.60,2024-04-07 13:05:11
"X'59AC04EFB2AE4DCB8608EC04B1AEADD2'","X'4FAE7E7A7EF34CE69849D2712E0D3EC1'",0.40,2024-04-04 01:38:31
"X'59B50C9A797A4C3386C3F87F4689DF04'","X'03BD421DABC8455599FFA5C395B984AD'",1.00,2024-04-08 19:02:24
"X'59C62979139A4C47B7EC63E33774D5DC'","X'57D24BE431714FECB32813A01CEEBBB4'",0.64,2024-04-07 17:40:05
"X'59CAA1D5281149A5B75C92783B1FD523'","X'E04D634E5F2F473A9FDEFA6C032F6013'",0.50,2024-04-03 13:16:48
"X'59D2F254FCCC49BCB739D3FFC1607862'","X'7BA78DC0FB9B4C299395BE6A3C82B0D0'",0.54,2024-04-04 21:59:34
"X'59DDB827C36F44DEA0AF53694CB017D6'","X'DD23396202154AE2B04EBBAC1634DE64'",2.05,2024-04-08 20:15:39
"X'59DDDFD8D6E148DF9970B8740D6A7130'","X'19DD91B3E54146119622197205848819'",0.31,2024-04-03 14:54:42
"X'59E4EC5E5138433484026F205C46AA5B'","X'B7672F8150FB4F339FF2DDFA96A6EDAB'",1.50,2024-04-07 18:05:49
"X'5A0BD912612D436D8F708BA6872859C1'","X'8D93D36F8F614AADA812D50ECA0F8A9A'",0.88,2024-04-07 17:46:31
"X'5A10373115F74F8A8488D787C360F666'","X'5A330EE610CE472CB2D1C30BCCB65A7C'",0.69,2024-04-07 18:31:00
"X'5A205219262A46DAAA13C2EE352064F6'","X'C99705DC23554D6099290298AC74E001'",0.80,2024-04-03 13:13:10
"X'5A210616D72044F6846FB9E5B9537066'","X'2B954543225D4A239536DD2F3E11E2E9'",0.40,2024-04-07 17:46:31
"X'5A316B49A0684DDAA8CEA3DA1C1A84C1'","X'E52C0CDAC71A49C192C451132E90FF5A'",0.60,2024-04-07 13:27:32
"X'5A526CD6AFD944EA837F2D3FD0F5E682'","X'B7672F8150FB4F339FF2DDFA96A6EDAB'",0.60,2024-04-04 18:50:21
"X'5A7919559FA3486EBC14F2B9613DAEEF'","X'50F985D4D57245499576EAFE6BE605FD'",1.53,2024-04-08 23:20:25
"X'5A9FE32961434684AA99D375DC46C693'","X'956038F47A9B470D9C92A07E43E06684'",0.31,2024-04-08 21:16:04
"X'5AA6021D8A624E44BDC6EC1BFD4734E4'","X'5B87EB6D950B44E8B4E9E4C622ACEFDA'",1.48,2024-04-07 13:05:27
"X'5AAE272EFC064B2180D1488E03A9B8CF'","X'C1DC386B2C6C4677A1D5A7C8393A1E19'",0.70,2024-04-07 20:50:14
"X'5AB480BB7EED442EB8314A5C0EE67A20'","X'4EDABABF83AB47F881550E12FB8002C8'",0.70,2024-04-03 14:33:12
"X'5ABD653FD6D04BF3BE3C3DCBE5FA0CAB'","X'BDF5C909856B421FB62ACEBD46C2BD73'",0.70,2024-04-01 23:44:42
"X'5ABFBC35E82648A9AB41D02052A947F2'","X'BDFD7D7BECD946908865C6B23B1E3700'",0.20,2024-04-07 13:32:21
"X'5AD6982968484842BBE69A526CC68594'","X'FB55FAE78ACC47FAA71C17B55F4D5A53'",0.30,2024-04-03 13:00:34
"X'5ADBF0CEFCF747BFB1A6747EB4AAB717'","X'DF64EEF14C4D42BFBE10198764ADE907'",0.40,2024-04-07 14:06:50
"X'5AE35BC4DB9243D994DAB7197AF90A48'","X'7ECF6B2D2AC54CAC9C327056732BE603'",2.32,2024-04-09 07:10:17
"X'5AECA7645D4F45FEA362135C0000D2F1'","X'29CB180576454D488FBF4B502186AB4C'",0.50,2024-04-08 18:54:53
"X'5AFC2C42ADA9473782B82AE6105926AD'","X'24B23912B61243EBB01AB6CA50EEA551'",1.98,2024-04-08 19:03:47
"X'5B01AD09AA524BFBB885A9BB2B7DCC5F'","X'AC6529DF26794EF9BEC133473D3AC2AA'",0.20,2024-04-03 14:54:53
"X'5B10F83C13534D998BE2C0AF066D18E8'","X'D1BCDC2E876A4118B74751B995A590BB'",0.60,2024-04-05 13:23:09
"X'5B11C315725446DF8D6A58C49996AA9B'","X'4FAE7E7A7EF34CE69849D2712E0D3EC1'",0.50,2024-04-08 19:15:43
"X'5B1BD7964C0A4920910929DEE190F0C9'","X'48851B343FA24A318BF67E03AEA78448'",0.80,2024-04-04 01:44:19
"X'5B211A065814434D8716D999433796DA'","X'50ECECBFEAC7470B8078C0D9F40151B1'",0.64,2024-04-03 21:13:49
"X'5B23B453E1474B52BFC12CB9A830037F'","X'D4490E86E4944637A2A8D5098048AFD9'",1.19,2024-04-08 17:09:42
"X'5B23BEA204744BAC871F6013FFF0C7B0'","X'A3938929347A41029A34620FD55E6B69'",0.40,2024-04-08 12:48:38
"X'5B2640AEAD8C4F09B77B581EB1B91DF2'","X'7ECF6B2D2AC54CAC9C327056732BE603'",1.01,2024-04-08 19:22:23
"X'5B52B595325D4A679B2E81EE9D02F6EF'","X'0C1A759D22724861ADBB918777678809'",0.50,2024-04-06 17:32:38
"X'5B5CE592CF104629A9DF7129B4CC7100'","X'FF017A2EB617426C85294A43F82BEF0B'",0.31,2024-04-03 14:52:25
"X'5B65C86778364EAF992223C936AEA268'","X'C8082A5EC6474F259B2B654039232EFD'",0.55,2024-04-08 19:16:14
"X'5B6CE648A6F342378EF3683E245955C7'","X'65579DA5717B46428E05E24A4E2AA56D'",0.90,2024-04-05 18:07:35
"X'5B6E1EBFB9DD4989B768C3CE23D2CB61'","X'0370CB7C80974DD8BE88918D1DD06D24'",0.70,2024-04-07 13:04:53
"X'5B731477D10C4E67B62A876616D89A13'","X'02E52A47530B454BA4B203C731EC3B3E'",0.51,2024-04-08 14:38:33
"X'5B791E42403940B9ADAD1EADE4D0E5B8'","X'20664AD5FBC947A08F078BA91DF431AE'",0.83,2024-04-02 18:52:07
"X'5B794CCC93BF4516B21FC2369DC302D8'","X'39EEC1F00D8C4560BAF2A30C771BF148'",0.70,2024-04-04 18:46:30
"X'5B8B26228C19405F8724DED02FD443C3'","X'36FDB9552A3347C29FA7DB0F12D89765'",0.50,2024-04-02 18:29:29
"X'5BA5F1C5A3B2472EB333F16F787380D3'","X'5071190121CB41C0B05F47271ADD5B48'",0.72,2024-04-07 11:20:47
"X'5BB821364FCB4BA3B334F693FE867C10'","X'FC4CF03601D446839DAFDFA4CF9F68C1'",1.21,2024-04-09 08:44:58
"X'5BC5A4F6CBD14F308C2CF6E8D4D73983'","X'41439E0EB5FA4D3FB3DEFADBCE11182A'",0.80,2024-04-05 11:53:07
"X'5BC8447B22F047C1BF5B06A96D4ADCA5'","X'D09FA6989E3948F8B0018191ECDA847B'",0.13,2024-04-08 18:56:01
"X'5BC85E44011C4166AA3623F6F63F03D5'","X'49D2F33B8C324D93B8EADC9327B3DE8C'",0.61,2024-04-05 18:25:32
"X'5BF6E340671B413496F6FBB4BCB4C919'","X'5213B070D29F4B508B02C8BB526A0F92'",0.30,2024-04-07 15:14:13
"X'5BFB479628874584918CE2BF122EF117'","X'CE29312559F6409BBBB782E7431D1F37'",0.41,2024-04-07 16:57:48
"X'5C0599A49D6D40FF851C8A8C2CFFAD8C'","X'E52C0CDAC71A49C192C451132E90FF5A'",0.60,2024-04-06 18:34:19
"X'5C08B15824FD44A7BCA79A0B87057E2F'","X'CDE79713CA2D455A88F8A4748B96AB05'",2.56,2024-04-08 17:47:05
"X'5C0A36AC05A1493287030E28074A12C6'","X'B44D42CFDF2C48F5B5D411BCFD550284'",2.43,2024-04-08 23:09:46
"X'5C18FEFA64FF4A46A29C2C925EEFB493'","X'5888541095D24CC79D1611D4B1A573E6'",0.60,2024-04-03 14:33:56
"X'5C354F2B44A247C0872D4AD04E882437'","X'E04D634E5F2F473A9FDEFA6C032F6013'",0.76,2024-04-07 18:05:39
"X'5C4E2E33B4E64A89BE3728A5DD776442'","X'2AA3E5C8687E43FE9B3F7C7F4410DC88'",0.30,2024-04-08 18:55:47
"X'5C567D8307E24C46B47B5BED61E3EFAA'","X'18282A0FF7B04C21B6E3F48EC48471FE'",0.91,2024-04-07 12:53:03
"X'5C580F20861F4F3EB928E72219FB143B'","X'86A635B89BD1480EA612259D359710CB'",4.26,2024-04-08 18:42:02
"X'5C5AFB71032843CABF06B4E3689C87D5'","X'AB20CB99A5B24C55A1A84AC4E5B52252'",0.50,2024-04-05 14:23:23
"X'5C62112708714F9E83AEA3A5646E8C71'","X'FE468136AC2041A2933AB596AF31FBB0'",0.53,2024-04-07 21:19:22
"X'5C638FB0B70449DEA312D1BE2696946B'","X'B50E114914E244939838E07C4103968D'",9.70,2024-04-09 13:02:26
"X'5C6A5CD4C35D42ADAC6554B73D6B007A'","X'4224464C062A49F080E33B228851AB31'",0.30,2024-04-04 18:28:42
"X'5C732B6D0DBC468782F17DEECA0F5F59'","X'D698B3E761944C4D903D398536A48D94'",1.04,2024-04-08 18:32:37
"X'5C76C98A321F4CF4910617D35BBD1718'","X'ED32F6E43CDB47688DBF50002056DE47'",0.96,2024-04-08 19:45:24
"X'5C786228576341AA8C9F8208893A4812'","X'54200E6DF2AC4224B29F0D6E1E1AE49C'",0.61,2024-04-08 10:13:28
"X'5C800F35DD42441684CCD1F3EEC2DE7E'","X'02E52A47530B454BA4B203C731EC3B3E'",0.50,2024-04-07 21:59:32
"X'5C8034632E3A4977B120D02A1558FA60'","X'8284BE8E5E73450DA9376190DC2E8E5C'",0.30,2024-04-04 01:40:38
"X'5C8223A382C54A5994A1327D4D8F1370'","X'7FAA2D5675E84DB5B9120261E0D3E547'",0.60,2024-04-03 14:59:43
"X'5C8370608DF04D9A9DB70E98AF8C6D6E'","X'295166A1B4D4446D9532DC44881E73C8'",0.31,2024-04-02 10:28:30
"X'5CB9A0E6075642A5A8CFA8BCE465AA25'","X'E9CAF5363CDC48498DDF652C90E2C7D0'",0.70,2024-04-08 20:03:37
"X'5CBAA4613B66420AB1DDA8E03DFCC3A3'","X'6635C77935A04026AF29D31AB156B9C4'",6.64,2024-04-08 21:49:09
"X'5CD97AE7B00D4ECA90D0E84012AA55FD'","X'2DEE4BE189114A1391C4B5C11D492135'",0.82,2024-04-08 20:50:22
"X'5CE726C6792C48F2B231121AE65BF062'","X'9ACC0A0304D7491C80C0978E2AAB4AEE'",0.70,2024-04-05 13:05:20
"X'5CEEB7930A7041FCB059DBD15DC52549'","X'57D24BE431714FECB32813A01CEEBBB4'",1.48,2024-04-07 23:35:13
"X'5CF31C0F8502422CA83EFE8E70A384BC'","X'AF71DEE183974B2EB92A219A64511029'",0.80,2024-04-03 20:54:38
"X'5CFCE0FABCB944F980F74E298D79824B'","X'69A364F4B9D243909F8641E5F7F70C30'",0.51,2024-04-08 20:27:30
"X'5CFDB0F147884137BAC2087998B7F157'","X'95E0F34CB02447E18BBBAFF76E524626'",0.44,2024-04-08 19:46:36
"X'5CFEEE25C2D24EEC826F2CF8422F4C69'","X'64D12B11A4EC4397A695857B45C36728'",3.21,2024-04-09 08:43:51
"X'5D043B70045E4C35905CED3D7CD9CF42'","X'56BEC618350943F89372C9EB6BB5C136'",8.93,2024-04-09 11:03:50
"X'5D1C2BDA1228495F95045B833CAA7A07'","X'81CD6F08965D4A22840811027A065F2D'",0.30,2024-04-07 13:00:54
"X'5D232D71B88240DE87F9CE987927E495'","X'AFD8E679FF3A4D878E63B3E08CBC7AB6'",1.37,2024-04-07 17:12:33
"X'5D30DEB8CCD5417AAD0F04E971E936D9'","X'E9CE7A5069F84EF4A0C9BFE38F454943'",1.23,2024-04-07 21:29:51
"X'5D330ABAA4DE42A6A00F15EEF224FC62'","X'2679BAEF21DD40D1BF70BBC4D02A4BFB'",0.50,2024-04-05 13:04:05
"X'5D333BAEBD1B4E4BA308669866F6CEDA'","X'DE881F531A5B40DE939A17D92957141E'",0.86,2024-04-07 11:24:28
"X'5D33A6FAEDDC452B8EF09F0CD617A03A'","X'733F93A03B884D39B3715C2E5C73017C'",0.83,2024-04-05 16:27:53
"X'5D39DE395F804E2089E6C05AFCC44567'","X'FD853A43DBC44CEA8499A3347349F29C'",0.33,2024-04-02 09:56:21
"X'5D3C14BC7FA54626B001143A600BFC09'","X'7E55FD752F144821B3EEDED4A4923F60'",0.80,2024-04-07 11:19:45
"X'5D40933A0EC14D128F7E5D19DBB5A455'","X'69525B46780C459DBFEB1DB47B3C77D9'",0.78,2024-04-05 14:01:56
"X'5D446B42F87D4DEC8C2AF9F036102952'","X'03ED46AE4E2545A3AE8692C6A33C1159'",0.51,2024-04-08 19:12:15
"X'5D4E1058CECA4A9480A5F5C47C4B7298'","X'50363D74DCED4A9C9E57749E3043440F'",2.76,2024-04-08 17:13:46
"X'5D4EF7C2F21842AF8779E5512EB40176'","X'703B12FF2EF54D07AC891E31FA53B692'",0.40,2024-04-07 18:46:54
"X'5D576AD516904D0ABBFD5BE7E1C01460'","X'BF71193B6A684839A261908A74EC8D6E'",0.40,2024-04-02 13:47:48
"X'5D59A230E74549D1AC35A1CEAD13FA01'","X'31F5EF897F2F401DB356DD3EB52B85DC'",0.50,2024-04-05 13:27:21
"X'5D674D0611B24806A4E0E8BC35AE6000'","X'14AF3220745843CE9893847040AA4F14'",0.70,2024-04-04 01:43:48
"X'5D81CA27A9E54296BBA8118806F31D8A'","X'336A94947D81462192F96131A2350484'",0.70,2024-04-07 11:25:20
"X'5D838766C4D54701BB8CDBE977211E9E'","X'4FD8784360D147DE9296A26FA6592B04'",0.50,2024-04-05 18:38:19
"X'5D8D7322CEC84F02B7963240107B855B'","X'FB55FAE78ACC47FAA71C17B55F4D5A53'",0.31,2024-04-05 12:53:47
"X'5D905542CBD040DA9CD07465BB6D94A1'","X'55DF2443654F4DF2BEB1E5A387C3A613'",0.50,2024-04-07 13:27:45
"X'5D9348DDE5584711A69E8E2508885033'","X'4EDABABF83AB47F881550E12FB8002C8'",0.70,2024-04-05 14:16:18
"X'5D9FADFB93AD4AFDB4F945B208032E2B'","X'5EDF3A90F40E4201B210E1CFBB5B880D'",0.40,2024-04-06 17:30:00
"X'5DA79B5E3AB04F5589009FF874639B15'","X'8240898ABD604F42B998FFB2CEF116EF'",0.81,2024-04-07 16:55:51
"X'5DAF332A98474399A7AD21533B218EA9'","X'E2D0A0BC3E1D46AB82D60160CF57B8D9'",0.70,2024-04-07 16:53:12
"X'5DB5A6FA57EC4E60B3B42C57535210C1'","X'4FAE7E7A7EF34CE69849D2712E0D3EC1'",0.40,2024-04-07 20:57:28
"X'5DB699D8842E41DEB96FEEEFD6315D26'","X'6EE752733A1D4E79857E213B0B6FD703'",0.39,2024-04-03 13:27:14
"X'5DC2237E9CA341A7BA22566F1F1B7690'","X'C247B771166548BD8CA97A44C53AF8B7'",0.60,2024-04-03 09:22:40
"X'5DCD7DE4456F4002BF6E5CDA841C9D6B'","X'B51854F574154E09AE689A6949FE4A88'",0.53,2024-04-05 14:02:27
"X'5DDD0B7909A74160A8188B7AD26E8A92'","X'1FC7379B5233412794A88523B2B0F308'",2.52,2024-04-07 16:25:42
"X'5DE4BCA75D084C5D82118597252A727A'","X'259BA15D447549F5950C1C81730719E3'",0.71,2024-04-05 14:02:47
"X'5DE65D7879DB466484453E2716F6C92A'","X'378A9DB87DA4421791A79603D5DA3030'",0.23,2024-04-07 20:46:33
"X'5DE7FF781A474865A5D76C4B5666D452'","X'7383854891A94BF8BE7299A17A50B213'",0.30,2024-04-07 17:45:59
"X'5DF6B977C9164A0A9F32E2769F3EA9AC'","X'88C0D9DB1EC04AA3877BDE5EAAF164C4'",0.20,2024-04-07 15:20:52
